author,number_titles,id
Murilo B. de Carvalho,1,26338
Yih-Chang Chen,1,26340
Kenneth MacKenzie,1,26342
Johann-Christoph Freytag,1,26345
Jagganath Nirmal,1,26347
Lev Neiman,1,26349
Ingrid Jansch-Pôrto,1,26351
Darlene Crane,1,26356
Guenther Kramer,1,26359
Christian Bizer,1,26361
Jr-Shin Liz,1,26365
Asi Elad (Elbaz),1,26368
Jingang Liu,1,26369
Werner Dubitzky,1,26370
Gerard K. Rauwerda,1,26372
Jürgen Döllner,1,26374
John Matthews,1,26378
Patricio Martínez Barco,1,26380
Ravi Sethi,1,26381
Renate Löffler,1,26384
Vladimir Marbukh,1,26385
Jing Ning,1,26386
Mathijs Soede,1,26388
Pablo Barrera,1,26389
Shahriar Rostami,1,26390
András Vajda,1,26391
Daniel Krob,1,26393
Stefania Manca,1,26395
Mikako Arami,1,26397
Gustavo de Paula,1,26398
Ki Seon Ryu,1,26399
Souvik Kumar Mitra,1,26404
Ralf Sesseler,1,26407
Gregory J. Sharp,1,26413
Daniel Fireman,1,26415
S. A. Joyce,1,26416
Fred J. Pollack,1,26417
Hüseyin Abut,1,26418
Akihiro Sugihara,1,26421
Tao Hu,1,26423
Lara Khansa,1,26424
Qi Ye,1,26426
Zoltan Hernyak,1,26427
Hans de Visser,1,26428
J. Naveen Kumar Reddy,1,26430
Michael R. Ewbank,1,26436
Matthias Gauger,1,26440
Alper Buyuktosunoglu,1,26443
R. Rebmann,1,26448
Vasos Vassiliou,1,26449
Gilson Schwartz,1,26454
Debatri Chatterjee,1,26455
Mafijul Md. Islam,1,26456
Olivier Galibert,1,26459
R. Deepa,1,26461
Wolfgang Kreuzer,1,26462
Imre J. Rudas,1,26464
Margarita Amor,1,26466
Qiang Guo,1,26473
Ulrich Weigand,1,26476
Ivan Papusha,1,26484
A.M. Tekalp,1,26486
Shahab Mehraeen,1,26491
Connor Holmes,1,26492
Stephan Börzsönyi,1,26493
Boaz Kahana,1,26494
Ramon L. Landman,1,26495
J. Martínez,1,26497
T Perala,1,26499
Welf Löwe,1,26500
Hermann Anegg,1,26503
Ross Gardler,1,26504
Christian Pichler,1,26505
Eunice E. Santos,1,26507
Pedja Bogdanovich,1,26510
Jennifer Flenner,1,26511
Lydie Nouveliere,1,26512
Yasumura Michiaki,1,26513
Honnaraju. B,1,26518
Anshul Kothari,1,26521
Thea Brolund,1,26524
Alexandre R. J. François,1,26528
Josh Macdonald,1,26531
Lars Nohle,1,26532
Oh-Han Kang,1,26535
Rodrigo Barria,1,26536
Swastik Gupta,1,26539
Zsolt Pándi,1,26540
John E. Savage,1,26543
Dinah F. B. Cohen,1,26545
Mark Matusevich,1,26546
Carlos Christensen,1,26548
Mohit Kumar Roy,1,26556
Piotr Wasiewicz,1,26559
M. E. Ellis,1,26562
A. P. Rathkanthiwar,1,26564
William Kuechler,1,26566
Sun-Mi Lee,1,26568
Roger Van Keer,1,26570
Angel R. Francés,1,26571
Mika Keränen,1,26573
Shuchang Xu,1,26574
Reshu Chaudhary,1,26575
Takeshi Chikagawa,1,26576
Christiane Frougny,1,26579
Rodolfo Delmonte,1,26582
Leibo Li,1,26584
Emmanuel Prados,1,26590
Sobers L. X. Francis,1,26591
Nikunj Gamit,1,26592
Christopher A. Cotteleer,1,26593
Joseph Machrouh,1,26595
Don Mccarley,1,26597
Francisco Bueno,1,26598
Wenjie Zhang,1,26603
Naoya Takao,1,26604
Hiroshi Kawase,1,26607
E.M. Gelbard,1,26608
Kensaku Fujii,1,26609
Jill Ross,1,26611
Mithun Acharya,1,26612
Hanno Lefmann,1,26616
Pabitra Mitra,1,26619
Jan Rosell,1,26620
Claus Hagen,1,26621
Teja Kuruganti,1,26624
Wai Ho Mow,1,26625
Yi Deng,1,26628
Tse Huong Choo,1,26629
Robert A. Colilla,1,26633
T. Ananthakrishna,1,26639
Alexander Malioukov,1,26643
Shubham Shoundic,1,26647
S. Sabitha,1,26648
Deepan Muthirayan,1,26649
Clairton Buligon,1,26650
Dongxiao Zhou,1,26653
David A. Farber,1,26654
Ariel I. La Paz,1,26655
Shimon Rura,1,26661
Marcus Bengtsson,1,26662
Andrew Smith,1,26663
Woo-Yong Choi,1,26664
Aydin Alptekinoglu,1,26665
Vivek Singh,1,26668
John Kruse,1,26669
Satoru Tezuka,1,26670
Tarcisio F. Maciel,1,26671
Nan Yuan,1,26673
Stefan D. Bruda,1,26679
Trung Thanh Nguyen,1,26680
Aditya Tulsyan,1,26681
Paromita Choudhury,1,26682
John Voight,1,26684
Chong Sang Kim,1,26686
Ding Yen Ye,1,26689
Alexandre Winter,1,26690
Frans Wiering,1,26691
Ivan Jureta,1,26698
Jens Kalkkuhl,1,26705
Hans Scherberger,1,26706
Min Fang,1,26712
Luis Sentis,1,26715
Ioan Salomie,1,26716
Khalil Kammoun,1,26719
Lars Otten,1,26720
Enrico Grisan,1,26721
J. B. Srivastava,1,26722
J. S. Lewis,1,26728
Sandeep Kumar Sunori,1,26734
Yongwei Miao,1,26735
Chen-Tung Chen,1,26738
Wen-Syan Li,1,26739
James T. Kirby,1,26740
Axel Korthaus,1,26741
Christian Madsen,1,26744
Raimund Brandt,1,26747
Hitohisa Asai,1,26748
Monica Landoni,1,26752
Piotr Mitros,1,26755
A. Lynn Abbott,1,26758
Henryk Szreder,1,26760
Risa B. Hyman,1,26761
Carmen Gloria Francisco Pérez,1,26763
Chunyu Chen,1,26768
Matteo Cocetti,1,26770
Jang-Se Lee,1,26771
Ahmad Abdul Karim,1,26774
Dohyeong Kim,1,26775
Kenichi Higashide,1,26778
Charlotte R. Peters,1,26781
Peter Pedross,1,26782
Shyam Sunder Agrawal,1,26783
Subhajyoti Bandyopadhyay,1,26784
Umakant P. Kulkarni,1,26790
Yanyuan Zhang,1,26792
John Ronan,1,26793
Mi-Hee Yoon,1,26797
Adrián Cristal,1,26799
László Györfi,1,26801
Johan Van Horebeek,1,26806
François Suard,1,26807
Tobias Blaschke,1,26810
Matteo Milandri,1,26813
Sylvain Guillemot,1,26814
Francisco Vasques,1,26816
H. Van Zoeren,1,26818
Jean-Pierre Pécuchet,1,26825
Anke Drappa,1,26826
Jason O. B. Soh,1,26827
Antonis Koufopoulos,1,26831
Joel S. Parker,1,26833
Adina M. Panchea,1,26834
T. E. Gureyev,1,26837
V. Thomas Dock,1,26838
Dietz Repsilber,1,26839
Thomas Nagy,1,26840
Luis Alvarez-Icaza,1,26841
Namhi Kang,1,26842
Xianping Mao,1,26844
Larry S. Jackson,1,26845
Florian Frohn,1,26846
Seul Jung,1,26847
Christos Zerefos,1,26849
David Cuesta,1,26851
E. Ball,1,26852
Aditya Saxena,1,26853
Guillaume Le Cousin,1,26856
Suzanne P. Weisband,1,26857
Annamaria Musto,1,26861
Mohammad K. Hossain,1,26863
Jennifer Sutera,1,26864
Michał Adamczyk,1,26870
Michael R. Galbreth,1,26875
Benny Malengier,1,26876
R. A. Brouse,1,26882
R. Sand,1,26884
E.-G. Talbi,1,26886
Kjetil Ørbekk,1,26892
Michael Sutterer,1,26894
Sheldon Teelink,1,26895
Bogdan Logofatu,1,26896
Shu Jiang,1,26897
"Sokal, Laura|Sharma, Umesh",1,26898
Alexandar Pantaleev,1,26900
Graham White,1,26902
Christian K. Shin,1,26903
Qingliang Wu,1,26906
Ahmad J. Reeves,1,26909
Gwénaël Richomme,1,26913
James M. Purtilo,1,26914
Xiao Qin,1,26917
Nadine Jessel,1,26918
David K. Wright,1,26919
Joseph L. Hellerstein,1,26925
Guido Persch,1,26926
S C Prasannakumar,1,26928
Samia Ben Rajeb,1,26929
Ayyoub Rezaeian,1,26933
Luc Hogie,1,26934
Michael M. Danchak,1,26935
Kentaro Fukuchi,1,26938
Henri Laulhère,1,26943
Michael E. Cleary,1,26944
Haibo Chen,1,26948
Alissa Kaplunova,1,26950
Guillaume Brat,1,26953
Alessandro Orro,1,26954
Lynn Burroughs,1,26958
John D. Owens,1,26961
Hamid Noori,1,26964
Karl Naden,1,26967
Jeff Sterniak,1,26968
Ashfa Umber,1,26970
Thomas Walter,1,26973
Chris Clarke,1,26978
Pasquale Salza,1,26979
Binnur Kurt,1,26981
Imre Vastrik,1,26982
Roberto Espenica,1,26983
Sergey Samokhin,1,26984
John G. Rogers,1,26986
Wangrok Oh,1,26989
Huijae Lee,1,26991
Luca Alessi,1,26992
Chaitanya Chemudugunta,1,26994
Amalia Todirascu-Courtier,1,26995
Chiaki Kuroda,1,26996
Xuequn Li,1,27005
Srishti Singh,1,27007
P.J. Taylor,1,27014
Sandeep Mattigiri,1,27018
Sarah Thorning,1,27019
Daniele Bagni,1,27028
David A. Griffith,1,27031
Luis Fernando Llana Díaz,1,27034
Guoqiang Wang,1,27036
Dominic Mazzoni,1,27037
Furugh Mirali,1,27038
Ws Ho,1,27039
Ailing Ding,1,27042
Namio Honda,1,27049
Teresa Maria Vazão,1,27050
Mervyn J Miles,1,27052
M. Senthilvelan,1,27053
Gerrit Schulte,1,27060
Xiaoping Chen,1,27061
Xiangshi Ren,1,27062
Igor Farkaš,1,27064
Tom J. Ameloot,1,27065
Claudio Mattiussi,1,27066
Michael Braun,1,27072
Leon Shalla,1,27073
Max Lungarella,1,27080
Hong-Wei Sun,1,27083
Miroslawa E J Kajko-Mattsson,1,27086
Alex P. Jones,1,27087
Ying Pan,1,27089
Seong-Ho Park,1,27091
Michael Davis,1,27093
Mamoru Endo,1,27094
Iain Ainsworth,1,27095
Carlos J. Alonso,1,27100
Cyril Panatier,1,27104
Zheng Yin,1,27107
Se-Hun Lim,1,27110
Kenneth Vermeirsch,1,27111
John Field,1,27112
Vineet Goyal,1,27115
J. M. Spivey,1,27117
Mauro Dragoni,1,27127
Claudia Bahr,1,27129
James P. Zappen,1,27131
Shahrazed Elmetennani,1,27133
H. Venkateswara Reddy,1,27135
Boya Sun,1,27137
Erwin Erkinger,1,27140
Michele Canelli,1,27141
Prajna Pandurang Bhat,1,27143
Ken Ichi Okada,1,27145
Elena Calude,1,27148
José Joaquín Cañadas,1,27152
Kentaro Kikuchi,1,27154
Tetsuo Narita,1,27156
Emmanuel Geay,1,27158
Pradeep Kumar T.B.,1,27159
Jelle de Ruyter,1,27161
Daniil Yakimovich,1,27164
Ching-Yao Wang,1,27167
Rosalba Zizza,1,27169
Alireza Esna Ashari,1,27171
Ernesto Jiménez,1,27173
Xiaoxiao Hou,1,27177
Ileana Buhan,1,27179
Yusuke Nojima,1,27181
Mehdi Gholami,1,27182
Jens Otten,1,27184
Christine Pelletier,1,27187
Gihan Dawelbait,1,27188
Tongping Liu,1,27189
José Valdeni de Lima,1,27191
Fahima Hajjej,1,27193
Feng Lu,1,27195
Albert Niel,1,27196
Antonio González,1,27198
Barbara P. Heath,1,27199
L. Richard Carley,1,27200
Sudeshna Dasgupta,1,27207
Sergey Zhuk,1,27212
Joachim Bauer,1,27215
Yanjun Peng,1,27216
Tae Kwon Yu,1,27217
H. Y. Lai,1,27218
Haipeng Cai,1,27219
Sultan Aljahdali,1,27224
G. Cottafava,1,27225
Antonio Marigonda,1,27226
Outi Kotala,1,27227
Zhen Sun,1,27230
Jean-Michel Gérard,1,27234
J. F. Aldana,1,27235
Danny Hughes,1,27236
Rocio Gonzalez-Diaz,1,27239
Changsun Ahn,1,27245
Lubica Benuskova,1,27246
Olle Olsson,1,27250
Søren Tjagvad Madsen,1,27253
Vipan Kakkar,1,27254
Tezcan Dilshener,1,27255
Erlend Tøssebro,1,27257
Fivos Panetsos,1,27258
Nikolaos M. Missirlis,1,27261
Kunwar Pal,1,27264
Juan A. Colmenares,1,27265
Yongseok Chang,1,27268
F. Chavand,1,27270
Yasuto Nakanishi,1,27273
Matthias Stüpfle,1,27274
Sofia Tsekeridou,1,27275
Thomas Leung,1,27278
Lin Qiang,1,27281
Guy Bernard,1,27283
Karl Crailsheim,1,27284
Cheng-Shong Wu,1,27285
David E. Pritchard,1,27288
Chaoqing Wang,1,27293
Richard Entlich,1,27296
John P. Lixvar,1,27299
Chad Schmitke,1,27301
Jisha Shanavas,1,27303
Kostadin Koroutchev,1,27304
Pierre Schaus,1,27305
Jesper Larsen,1,27307
Minoru Inamori,1,27308
John Jules Alexander Boyer,1,27310
Narayan Murmu,1,27311
Susan A. Mengel,1,27312
Mun-Jo Kim,1,27315
Jianru Xue,1,27317
Allan Kuchinsky,1,27321
Plínio Almeida Barbosa,1,27322
Alexander Pott,1,27323
Karenza Moore,1,27324
Aditya Ivaturi,1,27326
Oukseh Lee,1,27327
Murat Kantarcıoǧlu,1,27329
Mohd Adham Isa,1,27331
Hideo Shimazu,1,27332
C. P. Guillen Flores,1,27333
Pierre Liardet,1,27335
Fahad Rafique Golra,1,27337
Adnan Abdul-Aziz Gutub,1,27338
Maria Lucia Sampoli,1,27343
V. Soni,1,27344
Bern Martens,1,27347
Vasiliki Liagkou,1,27348
Nam Wook Cho,1,27353
Jie Gao,1,27359
Mika Siikarla,1,27360
Oliver Schirpf,1,27363
Matthias Thoma,1,27368
Erki Eessaar,1,27371
H.J. Adèr,1,27373
Johannes Geir Kristinsson,1,27374
Siddharth Kaza,1,27376
SungHo Kim,1,27380
Sulabh Agarwal,1,27383
Shaowen Qin,1,27386
Terrence W. K. Mak,1,27394
Jorge García-Duque,1,27398
Juan Gao,1,27401
Md. Mostafizur Rahman,1,27405
Tadas Remencius,1,27406
Bae-Ho Lee,1,27408
Ernst L. Leiss,1,27409
Abhijit S. Patil,1,27410
Dimitrios S. Frossyniotis,1,27411
Aurora Pons,1,27412
Jim Roberts,1,27413
Tim Rath,1,27414
Pengfei Li,1,27416
Grzegorz Czajkowski,1,27421
Benoît Lecarpentier,1,27422
Saambhavi Baskaran,1,27424
Adegboyega Ojo,1,27430
Sira E. Palazuelos,1,27435
Jon O'Brien,1,27436
Prateek Gupta,1,27437
Kiyoshi Yasuda,1,27440
Ryan Orendorff,1,27441
Usman Farooq,1,27442
Damien Douxchamps,1,27443
A. Umut Genc,1,27445
Maarten De Rijk,1,27446
Takahiro Shinagawa,1,27447
Mayank Sharma,1,27449
Denny Weyns,1,27450
Ali Taleghani,1,27452
Hisakazu Kikuchi,1,27456
Luke McAven,1,27458
Roberto Grino,1,27460
Jan-Willem Roorda,1,27461
James Blow,1,27466
Andreas Queda,1,27469
Torsten Robschink,1,27470
Kalvis Apsitis,1,27473
W.M. Bergmann Tiest,1,27474
Murari Sridharan,1,27476
Marcus Mohr,1,27477
Rijubrata Mukherjee,1,27479
Pietro Michiardi,1,27480
Franco Milicchio,1,27483
Miguel Moreno,1,27484
Petr N. Vabishchevich,1,27487
Lillanne Jackson,1,27496
Alexander N. Cartwright,1,27497
Shiva Krishna Imminni,1,27500
R. Bharath,1,27501
Jing Jie,1,27502
Selmin Nurcan,1,27504
Elhassane Ibn Elhaj,1,27509
Patrick K. Orr,1,27511
C. F. M. Vermeulen,1,27513
Himanshu Raj,1,27514
Andrea Baraldi,1,27518
Anne Khoo,1,27521
Mitesh Limachia,1,27522
Sara Roman,1,27525
Muttukrishnan Rajarajan,1,27527
Kazunari Sugiyama,1,27528
Uri C. Weiser,1,27531
Ergin Elmacioglu,1,27532
Feifan Shen,1,27535
Rachid Arezki,1,27537
Miguel Angel Ferrer-Ballester,1,27539
Zicai Wang,1,27542
Takashi Sakakura,1,27543
Adolfo Steiger-Garção,1,27544
Corey Lewis,1,27546
G. Rojek,1,27547
Sayantan Hazra,1,27550
V. Botti,1,27552
Takashi Hiekata,1,27555
Kerry Taylor,1,27559
Seung-Pil Kang,1,27560
Tobias Jung,1,27567
Dawei Jia,1,27571
Marcone Jamilson Freitas Souza,1,27572
Tomohiro Nakamura,1,27575
Yukun Zhong,1,27581
Franz Josef Och,1,27586
Ph. Leblanc,1,27588
J. Lee,1,27590
Hyuk-Min Lee,1,27595
Seung-Soo Park,1,27598
Allison Barnard Feeney,1,27600
Bingsheng He,1,27603
Mark H. Overmars,1,27604
Pekka Appelqvist,1,27607
Hannes Goullon,1,27608
S.M. Azizi,1,27609
Anita Cochran,1,27611
Efim B. Kinber,1,27612
Benoit Lavoie,1,27613
Nils Fischbeck,1,27619
Darren Dalcher,1,27623
Weimin Huang,1,27626
Marco Antonio Oliver-Salazar,1,27627
Caren Moraes Nichele,1,27628
Mahmood Amintoosi,1,27629
Jian Jiao,1,27631
Kim Lynge Sørensen,1,27633
Pedro Alonso–Jordá,1,27637
Gabriel Maciá-Fernández,1,27638
Yacun Guan,1,27643
Narayanan Alwar,1,27647
Robert Hayward,1,27648
Peter Kaiser,1,27651
Elmootazbellah N. Elnozahy,1,27652
Nicolas Gaud,1,27657
Alexander Vakhitov,1,27658
Kayo Ide,1,27659
Millán J,1,27660
Yijun Wu,1,27663
Vesna Mikulovic,1,27670
Ji Wu,1,27671
Wojciech Toporkiewicz,1,27672
Yung-Yao Hung,1,27673
Guangquan Zhang,1,27674
Miroslav Pavelka,1,27675
Erik Jan van Leeuwen,1,27680
Dragoş Trincă,1,27681
Jaeheon Kim,1,27682
Ángel Sśnchez,1,27690
Katharine Black,1,27694
Christophe Roman,1,27696
Dahee Kim,1,27697
Heisook Lee,1,27700
Dong-Sun Kim,1,27704
Jordi Pujol,1,27705
J. M. Snyder,1,27707
Takafumi Ienaga,1,27710
Jan-Thomas Czomack,1,27711
Bernn Süss,1,27712
Maximiliano Cristiá,1,27713
Louis Fredriksen,1,27714
Cédric de Launois,1,27715
Richard E. Groff,1,27719
Nikos Houssos,1,27720
Felipe Miney G. da Costa,1,27725
Peter Kastner,1,27729
Peter Kneisel,1,27731
Stephen A. Ward,1,27732
K. Yip,1,27733
Alberto Valderruten,1,27737
Pablo Rodriguez-Ramirez,1,27738
Philippe Truillet,1,27739
Miguel Rio,1,27740
Álvaro Romero-Jiménez,1,27742
Chang Wen Chen,1,27745
H. James Wilcox,1,27749
Ruhsan Onder,1,27751
Abel Gordon,1,27752
Mika Ushiro,1,27758
Megan A. Zagrobelny,1,27762
Prasanna Kumar N,1,27764
Min Seok Jie,1,27765
Richard Lowenberg,1,27766
Michael D. Johnson,1,27767
Evangelia Kavakli,1,27769
M. Kalamani,1,27771
L. K. Das,1,27772
Ha Duy Trung,1,27775
José A. Corrales,1,27776
Lev Gleitzky,1,27784
Tom Khabaza,1,27786
Vilas Wuwongse,1,27787
Mingming Zhu,1,27788
Fernando C. Monteiro,1,27789
Dieter Jaksch,1,27790
Tohru Shimizu,1,27793
Sang-Hee Lee,1,27794
Ken Tsutsuguchi,1,27796
Fengyu Liu,1,27797
Nilo Mitra,1,27798
Changping Sun,1,27801
William A. Bryant,1,27802
Piramanayagam Arumuga Nainar,1,27805
Beth Feehan,1,27808
Enrico Scala,1,27809
Michael Gerndt,1,27812
Adriaan ter Mors,1,27814
Mohammed Awad,1,27816
Rodrigo Palhares Silva,1,27817
Yoshiro Imai,1,27818
Valeri Korjik,1,27821
Silke Jähnichen,1,27822
James M. Isbell,1,27823
Ingo Lück,1,27825
Ray A. Larner,1,27828
Byung Won On,1,27830
Masaya Suenaga,1,27831
Chi-Nung Chu,1,27833
Emmanuel Antwi-Boasiako,1,27836
Christopher M. Bishop,1,27839
Ashish Panda,1,27840
Guillermo Javier Lafuente,1,27841
Sumeet Dua,1,27845
Nikunj Karnani,1,27846
Markus Hofbauer,1,27848
Ken Hughes,1,27849
Allen C. Johnston,1,27851
Paritosh Pantola,1,27852
Sebastien Rougeaux,1,27853
Jan Beerens,1,27854
Jose Sergio Magdaleno-Palencia,1,27860
Markus Leberecht,1,27861
Tusar Kanti Mishra,1,27862
Fabiola López y López,1,27863
Wolfgang Stolz,1,27864
Francisco Toledo,1,27865
Virendra C. Bhavsar,1,27867
Ruth Schwartz,1,27868
S. V. Tathe,1,27870
Wayne Iba,1,27871
D.J. Akers,1,27872
K. S. Barber,1,27873
Vincent van Oostrom,1,27877
Bernard Botella,1,27880
Julia Zirfas,1,27881
Luca Benini,1,27883
Yu-Fang Chen,1,27887
Jouni Jartti,1,27889
Mary Baker,1,27890
Nolan J. Taylor,1,27891
Gil-Jong Mun,1,27892
Fabrício Alves Barbosa da Silva,1,27893
Renato Vicente,1,27894
Ping Ji,1,27895
Harald Voit,1,27898
Tsachy Kapschitz,1,27902
Jinan Pei,1,27903
Marc Herbert,1,27906
Can Yang,1,27909
Matthias Hein,1,27910
Pablo Vanegas,1,27911
Jinmo Kim,1,27913
S. J. Cyvin,1,27914
Richard Conger,1,27915
Budhitama Subagdja,1,27917
Reza Ghorbani,1,27919
John C. Adams,1,27920
Jeannette M. de Graaf,1,27922
B. R. Badrinath,1,27923
David Bommes,1,27925
Foroogh Shamsi,1,27926
Martin Obermeier,1,27928
Raluca Ada Popa,1,27930
Shey-Shin Lu,1,27931
Arthur J. Riel,1,27933
Alan D. Sloane,1,27934
Keji Suzuki,1,27935
Gianluca Antonini,1,27942
Alexander Kraskov,1,27943
Emilia Komsalova,1,27945
Kazuo Nakazawa,1,27949
Huey-Ming Lee,1,27950
Edward Mutafungwa,1,27951
Lev Zakrevski,1,27953
Shaun Azzopardi,1,27956
Kasturi R. Varadarajan,1,27957
Stefan Schuster,1,27958
Stefan Eickeler,1,27959
Daisuke Iwai,1,27961
Markus Schlütter,1,27967
Tian Wu,1,27968
Joe Mambretti,1,27969
J. Bradley Chen,1,27971
Roger Alan Pick,1,27973
Ali Nabi,1,27974
Chengjun Li,1,27975
Andreas Strack,1,27977
Eric M. Freedman,1,27978
Robert Swiatlak,1,27980
Vicente Cholvi,1,27984
M. A. Zatevakhin,1,27985
German Montalvo,1,27986
Jonathan Boisvert,1,27988
Andreas Harth,1,27989
Monica Reggiani,1,27991
Inga Schön,1,27996
Henry Hamburger,1,27998
George Anastassakis,1,27999
José Galaviz,1,28000
Chin-Woo Cho,1,28002
Surbhi Sood,1,28004
Baoqiu Wang,1,28005
Ewa Misiołek,1,28007
Jingbo Zhu,1,28009
Nobuko Kato,1,28010
William S. Holmes,1,28013
Aytaç Gören,1,28018
Emmanuelle Merced,1,28020
Min Shi,1,28021
Josiah Poon,1,28022
Sérgio Fernandes,1,28023
Andreas Pottmeier,1,28027
Rattana Wetprasit,1,28028
Mark J. Clement,1,28030
Ronald Melster,1,28032
Daphne Roller,1,28033
Key-Sun Choi,1,28038
H. Miled,1,28040
Bettina M. Mayr,1,28041
Jiang Guo,1,28042
Drs. Nilo Legowo,1,28044
Aashish Phansalkar,1,28045
Gustavo da Rocha Barreto Pinto,1,28046
Deepa Maria Poison,1,28047
Tomoko Matsumura,1,28048
Hiroki Inagaki,1,28050
C Hennebert,1,28051
Poornima Balasubramanyam,1,28052
Jeun Woo Lee,1,28056
Robin J. Evans,1,28060
Michal Armoni,1,28061
Anmol Aggarwal,1,28062
Yong-Joo Chung,1,28063
Xoán C. Pardo,1,28064
Luz Adriana Guzman Trujillo,1,28066
Alexander Lanzon,1,28067
Nickolay S. Merzlyakov,1,28071
Gerhard Hoekstra,1,28072
Prasanth Anbalagan,1,28073
Randall C. Smith,1,28076
Kaoru Hirota,1,28078
Dik-Lun Lee,1,28079
Lynda Mokdad,1,28080
Chrisoula Alexandraki,1,28083
Vijayan Sharmila,1,28084
Jana Dornheim,1,28085
Jakob E. Bardram,1,28087
Christopher Leela Biji,1,28089
Ole Winther,1,28091
Gaurav Pednekar,1,28093
Raunak Borwankar,1,28095
Justin T. Rough,1,28096
Byong-Won Hwang,1,28098
Andres Upegui,1,28099
Antony Tang,1,28100
John Walmsley,1,28101
Carlo Maria Medaglia,1,28102
Andreas Morgenstern,1,28103
Stefan Gulan,1,28104
Kumaresh Prakasam,1,28105
Murray Cantor,1,28107
Mandar Patil,1,28108
Sivaraj Panneerselvam,1,28112
Thommen Korah,1,28114
Katherine Morris,1,28117
S.Janaki Ram,1,28119
Lakhdar Sais,1,28121
Ellen Yu Borkowski,1,28122
David G. Andersen,1,28124
B Vishnu Narayanan,1,28128
Brian Chan,1,28133
Konstantinos Lampropoulos,1,28136
Tobias Anstett,1,28139
Jaime Arcos-Legarda,1,28142
Bilure Chetana Bhimashankar,1,28143
Kevin Thai,1,28145
Max M. North,1,28149
Peter Blanchfield,1,28150
Kittipong Boonlong,1,28151
Anastasia Mavrommati,1,28152
Robby Schönfeld,1,28153
K. W. Smillie,1,28154
Aldona Wozniak,1,28156
Matthias Saft,1,28159
Souvik Chandra,1,28160
Omar Moussaoui,1,28162
Kyung-Ja Cho,1,28164
Myoung Yee Kim,1,28166
Sanghoon Song,1,28167
Nicolae-Emanuel Marinica,1,28168
Rasmus Ejlers Møgelberg,1,28169
Sam Wang,1,28172
Shiyan Xu,1,28176
S. Kar,1,28181
Yanjiao Zhang,1,28182
Amir Shpilka,1,28184
Keith C. Mander,1,28189
Achita Muthitacharoen,1,28191
Simon Winwood,1,28192
Jono Vanhie-Van Gerwen,1,28193
Chaitra Prasad Niddodi,1,28194
Ralph Campbell,1,28195
Junaid Latief Shah,1,28201
Susumu Yoshida,1,28204
Martin Verlage,1,28205
Yasuharu Katsuno,1,28206
Tim Reichert,1,28207
Zbigniew Kalbarczyk,1,28208
A. M. Peña,1,28209
Charles A. Bouman,1,28210
Boon Yaik Ooi,1,28215
Bruce J Russell,1,28216
Ganesha Upadhyaya,1,28222
Brigitte Jordan,1,28223
E. van Leeuwen,1,28225
Ralf Widera,1,28227
Isabelle Fantoni,1,28228
Andras Sik,1,28234
Millist W. Vincent,1,28236
Erik Czernikowski,1,28240
Sangkuk Kim,1,28241
Andrey N. Terekhov,1,28242
Paul Penn,1,28245
Frank Helwig,1,28246
Rajarathnam Nallusamy,1,28250
Raghu Reddy,1,28251
Rong Ge,1,28252
Neha Bansal,1,28253
Arun Chauhan,1,28254
Biao Ren,1,28255
Rajendra R. Chaudhari,1,28260
Dahai Mi,1,28262
Arifa Azeez,1,28265
Zhiqiang Xu,1,28266
Jiangjian Xiao,1,28271
Horst F. Mochnatzki,1,28272
Trista Pei-chun Chen,1,28274
Samrat S. Batth,1,28277
Zhou Yang,1,28278
Zoltan Juhasz,1,28279
Zhihua Su,1,28283
Jin Tong,1,28285
Ji Wan Song,1,28286
Vinay Kumar Pamula,1,28287
Yih-Fang Huang,1,28288
Neetish,1,28290
Haitao Zhao,1,28292
Hyoduk Shin,1,28293
Sherry Hsi,1,28294
Robert Harakaly,1,28295
Eric Benhamou,1,28296
Muffy Calder,1,28298
Thierry Murgue,1,28300
Zhiping Xu,1,28301
A. Jaya Laxmi,1,28303
Sakari Tamminen,1,28304
Shumei Liu,1,28305
Yudi Pawitan,1,28306
Markus Lepper,1,28307
Ronald Kroon,1,28308
Jan Prokaj,1,28312
Ali Hamie,1,28315
Fien De Meulder,1,28317
Pierre Dusart,1,28318
M.D. Di Benedetto,1,28319
Jinliang Wang,1,28323
James E. Von Olnhausen,1,28324
Thorsten M. Buzug,1,28325
Lennert Sloth,1,28327
Dries Vanoverberghe,1,28329
Eric C. Jensen,1,28330
Edward L. Cunnius,1,28332
Xin Yin,1,28335
Arthur Cantu,1,28338
Cuiping Li,1,28339
Tharrenos Bratitsis,1,28346
Stuart C. Schwartz,1,28348
Michel Manago,1,28349
Lars Bergstrom,1,28351
Dianne Miller,1,28352
Yoshiaki Kawajiri,1,28354
Christos Tsalidis,1,28356
Darby F. de A. Lopes,1,28358
Clare Horsman,1,28359
William Phillips,1,28361
Claire Vishik,1,28362
Renato Menicocci,1,28363
Kwasi Boakye-Boateng,1,28364
Paul V. Anderson,1,28368
Bram De Wachter,1,28369
Stephen M. Rumble,1,28370
H.L.I. Lam,1,28375
Eric Hamilton,1,28376
Liu Yanbin,1,28378
Claudia Müller,1,28381
Vanesa Daza,1,28382
Salvatore Lopes,1,28383
Jayant V. Kulkarni,1,28386
Rogene Lacanienta,1,28388
Marcel Bergerman,1,28390
Koteswara Rao Anne,1,28393
